,score
0,-0.9249999999999999
1,0.8939393939393941
2,0.9062499999999999
3,-0.837962962962963
4,0.6607142857142856
5,0.9761904761904759
6,-0.9249999999999999
7,-0.9166666666666666
8,-0.95
9,-0.9285714285714285
10,0.9000000000000002
11,0.9666666666666663
12,0.8999999999999997
13,-0.9166666666666666
14,0.9285714285714285
15,0.9029850746268657
16,-0.875
17,0.9285714285714285
18,0.9761904761904759
19,0.9545454545454541
20,0.8939393939393941
21,-0.8333333333333333
22,-0.8076923076923076
23,0.833333333333333
24,0.9761904761904759
25,-0.95
26,0.8749999999999998
27,-0.875
28,0.9848484848484848
29,0.9615384615384616
30,0.9666666666666663
31,0.7000000000000001
32,0.9545454545454541
33,0.9666666666666663
34,-0.9249999999999999
35,-0.875
36,0.9687499999999998
37,0.9444444444444444
38,-0.95
39,0.9761904761904759
40,0.8999999999999997
41,0.9666666666666663
42,-0.7916666666666667
43,0.7666666666666667
44,-0.6418918918918919
45,0.8928571428571429
46,0.9545454545454541
47,0.7822580645161288
48,-0.875
49,0.9545454545454541
50,-0.9444444444444444
51,0.7666666666666667
52,-0.9375
53,0.9761904761904759
54,-0.95
55,-0.95
56,0.9761904761904759
57,-0.8333333333333333
58,0.8928571428571429
59,0.9545454545454541
60,0.9062499999999999
61,0.75
62,0.9545454545454541
63,0.7822580645161288
64,0.8999999999999997
65,0.9848484848484848
66,-0.9166666666666666
67,0.9761904761904759
68,0.9545454545454541
69,0.9761904761904759
70,0.9848484848484848
71,-0.9545454545454545
72,0.7822580645161288
73,0.8749999999999998
74,-0.9166666666666666
75,-0.8333333333333333
76,-0.9545454545454545
77,-0.875
78,0.7352941176470588
79,0.9848484848484848
80,0.8999999999999997
81,-0.875
82,-0.90625
83,-0.9375
84,0.9615384615384616
85,-0.9166666666666666
86,0.9848484848484848
87,0.9545454545454541
88,-0.9249999999999999
89,-0.9375
90,-0.8333333333333333
91,-0.9615384615384616
92,-0.95
93,-0.90625
94,-0.9166666666666666
95,0.9545454545454541
96,-0.95
97,-0.9166666666666666
98,-0.875
99,-0.9285714285714285
100,0.9166666666666667
101,-0.95
102,0.9687499999999998
103,0.9687499999999998
104,0.9029850746268657
105,0.9666666666666663
106,-0.6197916666666667
107,-0.8999999999999999
108,0.772727272727273
109,0.5
110,0.9285714285714285
111,0.9545454545454541
112,-0.625
113,0.7857142857142859
114,0.9545454545454541
115,0.9000000000000002
116,0.9666666666666663
117,-0.95
118,0.9285714285714285
119,-0.9285714285714285
120,-0.8333333333333333
121,-0.8999999999999999
122,0.9848484848484848
123,0.9761904761904759
124,0.9545454545454541
125,0.9029850746268657
126,0.9062499999999999
127,-0.90625
128,0.9666666666666663
129,-0.837962962962963
130,-0.90625
131,0.9545454545454541
132,0.7822580645161288
133,-0.9375
134,0.8928571428571429
135,0.9545454545454541
136,-0.8999999999999999
137,0.9545454545454541
138,-0.9444444444444444
139,0.9029850746268657
140,0.9761904761904759
141,0.9666666666666663
142,0.9545454545454541
143,0.9545454545454541
144,-0.875
145,0.5
146,-0.875
147,0.9761904761904759
148,0.9029850746268657
149,0.7857142857142859
150,0.9545454545454541
151,-0.9375
152,-0.90625
153,0.8999999999999997
154,-0.9375
155,0.7393617021276595
156,0.9666666666666663
157,0.9848484848484848
158,-0.9375
159,-0.75
160,0.9499999999999996
161,0.9848484848484848
162,-0.9166666666666666
163,-0.9166666666666666
164,-0.95
165,-0.875
166,0.7822580645161288
167,0.9029850746268657
168,0.9848484848484848
169,-0.9375
170,0.8636363636363634
171,-0.95
172,0.9848484848484848
173,-0.875
174,-0.728658536585366
175,0.9848484848484848
176,-0.9285714285714285
177,0.9029850746268657
178,0.9029850746268657
179,-0.6358695652173912
180,0.9848484848484848
181,-0.8999999999999999
182,0.9687499999999998
183,-0.837962962962963
184,-0.9249999999999999
185,-0.7666666666666666
186,0.9761904761904759
187,0.8749999999999998
188,0.9029850746268657
189,0.9545454545454541
190,0.9848484848484848
191,0.833333333333333
192,0.8939393939393941
193,0.9848484848484848
194,-0.9285714285714285
195,0.9166666666666667
196,-0.9249999999999999
197,0.9285714285714285
198,0.9848484848484848
199,0.5754716981132075
200,-0.837962962962963
201,-0.625
202,0.9285714285714285
203,-0.90625
204,-0.875
205,0.9285714285714285
206,-0.8999999999999999
207,0.9285714285714285
208,0.9687499999999998
209,0.6428571428571426
210,0.7822580645161288
211,0.9545454545454541
212,0.8500000000000002
213,0.9848484848484848
214,0.9666666666666663
215,-0.6333333333333331
216,0.9545454545454541
217,0.75
218,-0.8999999999999999
219,-0.875
220,0.9761904761904759
221,0.9687499999999998
222,0.9848484848484848
223,0.9848484848484848
224,0.9545454545454541
225,0.9545454545454541
226,0.9029850746268657
227,0.9848484848484848
228,0.9545454545454541
229,0.9545454545454541
230,0.9029850746268657
231,-0.8846153846153846
232,0.9848484848484848
233,0.9062499999999999
234,0.9545454545454541
235,0.9848484848484848
236,0.9848484848484848
237,-0.9166666666666666
238,0.7666666666666667
239,0.9029850746268657
240,-0.9166666666666666
241,0.9848484848484848
242,-0.9285714285714285
243,0.9545454545454541
244,0.9848484848484848
245,-0.90625
246,0.9687499999999998
247,-0.875
248,0.9545454545454541
249,-0.8999999999999999
250,0.9029850746268657
251,-0.9375
252,-0.95
253,0.8500000000000002
254,-0.8076923076923076
255,-0.8333333333333333
256,0.9545454545454541
257,0.833333333333333
258,-0.9375
259,0.9545454545454541
260,0.9285714285714285
261,-0.7954545454545455
262,-0.95
263,0.9545454545454541
264,0.9029850746268657
265,0.9687499999999998
266,0.9545454545454541
267,0.9545454545454541
268,0.9761904761904759
269,0.8999999999999997
270,-0.95
271,-0.7857142857142857
272,0.9545454545454541
273,0.9285714285714285
274,0.9761904761904759
275,0.9545454545454541
276,0.9848484848484848
277,-0.8999999999999999
278,0.9029850746268657
279,-0.875
280,-0.6358695652173912
281,-0.9666666666666667
282,0.9666666666666663
283,-0.6358695652173912
284,-0.9545454545454545
285,-0.8999999999999999
286,0.75
287,0.833333333333333
288,-0.95
289,-0.9166666666666666
290,0.9029850746268657
291,-0.9444444444444444
292,0.9499999999999996
293,0.8999999999999997
294,-0.875
295,-0.8999999999999999
296,0.9761904761904759
297,-0.90625
298,-0.95
299,0.9666666666666663
300,-0.75
301,0.9848484848484848
302,-0.8333333333333333
303,-0.8846153846153846
304,0.9062499999999999
305,-0.875
306,0.8125000000000002
307,-0.90625
308,-0.5223214285714286
309,-0.9166666666666666
310,0.8939393939393941
311,0.9029850746268657
312,0.9499999999999996
313,0.9545454545454541
314,-0.8392857142857144
315,0.9062499999999999
316,0.9545454545454541
317,0.9848484848484848
318,0.8928571428571429
319,0.9545454545454541
320,0.9285714285714285
321,-0.875
322,-0.8999999999999999
323,-0.95
324,0.9545454545454541
325,0.9666666666666663
326,0.9545454545454541
327,0.9062499999999999
328,0.9761904761904759
329,-0.8333333333333333
330,-0.90625
331,-0.9666666666666667
332,-0.8999999999999999
333,0.9545454545454541
334,-0.9375
335,-0.875
336,-0.9166666666666666
337,0.9666666666666663
338,-0.75
339,-0.95
340,-0.7916666666666667
341,0.9545454545454541
342,-0.9249999999999999
343,0.9687499999999998
344,0.9062499999999999
345,-0.875
346,0.9285714285714285
347,-0.8333333333333333
348,0.9545454545454541
349,0.531847133757962
350,0.9687499999999998
351,-0.9375
352,-0.9375
353,0.9029850746268657
354,0.9029850746268657
355,0.9848484848484848
356,0.9444444444444444
357,-0.78125
358,-0.75
359,0.9761904761904759
360,0.9545454545454541
361,0.833333333333333
362,-0.75
363,-0.875
364,0.8125000000000002
365,0.9545454545454541
366,0.833333333333333
367,-0.9666666666666667
368,0.75
369,0.9545454545454541
370,0.9029850746268657
371,-0.8999999999999999
372,0.8928571428571429
373,-0.9375
374,0.9687499999999998
375,0.9285714285714285
376,0.7666666666666667
377,0.9545454545454541
378,-0.9375
379,-0.9285714285714285
380,-0.95
381,-0.9375
382,0.9062499999999999
383,0.9545454545454541
384,-0.95
385,0.9761904761904759
386,-0.7916666666666667
387,0.8939393939393941
388,-0.9545454545454545
389,0.9761904761904759
390,-0.9166666666666666
391,0.8125000000000002
392,0.9545454545454541
393,-0.837962962962963
394,0.9761904761904759
395,0.9761904761904759
396,-0.95
397,0.8125000000000002
398,0.9499999999999996
399,0.9285714285714285
400,0.9545454545454541
401,-0.9545454545454545
402,-0.6428571428571429
403,0.9029850746268657
404,0.9615384615384616
405,0.9666666666666663
406,-0.875
407,0.9285714285714285
408,-0.875
409,0.7822580645161288
410,0.9499999999999996
411,-0.9375
412,0.9761904761904759
413,0.9029850746268657
414,0.9666666666666663
415,-0.9166666666666666
416,0.9062499999999999
